return_id,order_id,customer_id,return_date,return_reason,return_method,refund_amount,refund_method,return_status,restocking_fee,condition_received,processed_by,created_at
RETDKIAXJKB,117957,6470,2025-06-15 17:23:36,changed_mind,store,42.78,original_payment,approved,7.12,new,Michael Cabrera,2025-06-15 17:23:36
RET7WT54QMQ,7710,14827,2025-02-26 06:35:04,defective,pickup,39.69,original_payment,pending,11.25,like_new,Daniel Smith,2025-02-26 06:35:04
RETENYL6LBY,44715,35806,2025-09-20 15:01:41,defective,pickup,46.73,store_credit,pending,10.03,new,Frances Mata,2025-09-20 15:01:41
RETNNQ3HVE1,35494,5353,2025-08-19 09:49:12,changed_mind,pickup,33.27,original_payment,completed,7.53,new,Tyler Blair,2025-08-19 09:49:12
RETR109Y04S,98062,30770,2025-06-08 04:06:35,changed_mind,store,24.08,original_payment,pending,8.00,like_new,Randall Mendez,2025-06-08 04:06:35
RETOW49KMV5,34042,31152,2025-01-24 12:50:25,defective,store,34.14,original_payment,pending,6.34,fair,Vincent Coleman,2025-01-24 12:50:25
RETK0ZS5ZLA,6038,32055,2025-03-18 05:27:20,fit,mail,36.05,store_credit,approved,13.93,fair,Jessica Williams,2025-03-18 05:27:20
RET9JZ645IR,1527,42765,2024-10-12 19:43:07,changed_mind,mail,33.73,original_payment,approved,0.80,like_new,William Adams,2024-10-12 19:43:07
RET9LII67UE,15040,45370,2025-02-04 12:18:50,fit,store,25.83,original_payment,pending,4.17,fair,Tammy Soto,2025-02-04 12:18:50
RETFS4Z48TB,24782,684,2025-08-29 20:43:17,other,mail,48.90,original_payment,pending,13.23,good,Adam Mejia,2025-08-29 20:43:17
RETIF74ZU9D,72563,11853,2025-03-23 05:05:35,defective,mail,55.02,original_payment,processed,0.93,poor,Danielle Morris,2025-03-23 05:05:35
RET69BMN5SG,94474,5898,2025-06-07 14:54:38,defective,mail,64.79,original_payment,processed,11.69,new,Kari Davis,2025-06-07 14:54:38
RET1XB7PSWS,30763,48228,2025-09-23 11:37:55,changed_mind,pickup,37.11,original_payment,completed,9.38,good,Cynthia Moreno,2025-09-23 11:37:55
RETYDM2AZKR,93406,19231,2024-12-26 13:31:16,fit,mail,17.77,original_payment,pending,6.91,like_new,Kenneth Greer MD,2024-12-26 13:31:16
RETJLBGNW5U,21275,28389,2025-01-04 00:13:08,fit,mail,64.00,store_credit,pending,12.59,new,Lisa Contreras,2025-01-04 00:13:08
RETHQTQXA68,52572,5970,2025-06-25 16:05:14,fit,pickup,34.54,original_payment,processed,2.08,good,Peter Clark,2025-06-25 16:05:14
RETONKZOJIZ,11560,44616,2025-05-16 13:15:28,defective,mail,45.05,original_payment,approved,0.50,new,Jeffrey Jones,2025-05-16 13:15:28
RETTQKZNBJX,54086,49792,2024-12-09 00:33:50,fit,mail,41.58,original_payment,pending,7.56,poor,Hannah Baldwin,2024-12-09 00:33:50
RETC9X77PP8,68991,5170,2025-04-02 07:59:54,changed_mind,pickup,71.13,store_credit,completed,13.61,new,Dustin Diaz,2025-04-02 07:59:54
RETQQVVR34A,14282,48676,2025-03-21 05:55:13,changed_mind,mail,77.50,original_payment,pending,4.90,new,Melissa Montgomery,2025-03-21 05:55:13
RETQOC6A1LC,22561,4000,2025-09-10 18:18:59,fit,pickup,44.19,original_payment,approved,9.93,poor,Adam Brown,2025-09-10 18:18:59
RETFGD22LUC,774,22849,2025-09-19 00:45:01,fit,pickup,32.77,store_credit,approved,3.25,poor,Nicole Brennan,2025-09-19 00:45:01
RET6Z7Y105X,5560,49222,2025-09-12 04:08:07,changed_mind,store,28.03,original_payment,approved,12.66,new,Brandon Green,2025-09-12 04:08:07
RETXIFOM2JH,64483,7089,2025-09-15 13:25:12,defective,mail,39.15,store_credit,completed,7.93,new,Regina Mckinney,2025-09-15 13:25:12
RETIL3NHUYU,109622,2766,2025-02-05 15:55:06,defective,pickup,42.14,store_credit,completed,13.62,like_new,Jessica Howard,2025-02-05 15:55:06
RET4VFRGQML,123111,19622,2025-09-06 22:05:58,defective,mail,37.46,original_payment,completed,11.80,poor,Darrell Bray,2025-09-06 22:05:58
RET5M0IIUKI,37872,6049,2025-03-02 10:08:23,fit,mail,52.25,original_payment,pending,5.68,new,Tyler Peterson,2025-03-02 10:08:23
RETSJPVT9Z7,74707,45831,2024-05-04 05:49:01,other,store,46.07,store_credit,pending,13.65,good,Christina Allen,2024-05-04 05:49:01
RETM3J4F7DS,79857,1239,2025-04-03 08:57:55,changed_mind,mail,40.91,original_payment,completed,11.76,fair,Peter Walker,2025-04-03 08:57:55
RET8ZFL3JA0,33347,46106,2024-09-19 09:37:06,defective,store,56.73,original_payment,pending,13.65,good,Eric Morales,2024-09-19 09:37:06
RET46RBE6TI,33390,18884,2025-05-31 11:41:37,changed_mind,store,43.88,store_credit,pending,8.69,like_new,Samantha Adams,2025-05-31 11:41:37
RETBD4JAH64,16668,33879,2025-09-13 15:31:46,other,pickup,34.29,store_credit,approved,14.30,poor,Matthew Klein,2025-09-13 15:31:46
RET0C19HK8H,21657,31287,2024-06-17 05:55:26,fit,store,56.46,original_payment,processed,5.52,good,Nicholas Weber,2024-06-17 05:55:26
RETJ3PT0WLO,63298,18661,2025-07-14 08:43:21,defective,store,76.39,original_payment,processed,8.08,new,Christopher Williams,2025-07-14 08:43:21
RETPOZ7YRI9,70041,24189,2025-08-22 20:47:54,fit,store,83.84,store_credit,approved,4.20,like_new,Joshua Murray,2025-08-22 20:47:54
RETTUIXPQ04,70837,48587,2025-06-29 15:51:14,changed_mind,store,60.28,original_payment,approved,2.92,fair,Angela Smith,2025-06-29 15:51:14
RETF1GBWJZK,61761,9293,2025-08-22 20:43:32,other,pickup,24.43,original_payment,approved,0.22,good,Eric Mathis,2025-08-22 20:43:32
RETU3WEYTSE,80486,39752,2025-05-21 10:05:38,fit,pickup,56.72,original_payment,processed,11.76,like_new,Megan Hernandez,2025-05-21 10:05:38
RET5MHDN72A,72726,23230,2024-01-24 22:57:30,defective,mail,14.47,store_credit,pending,10.25,new,Leroy Cohen,2024-01-24 22:57:30
RETZGUBGIOK,41523,44769,2025-09-15 04:55:14,other,pickup,36.16,original_payment,pending,6.56,fair,Paula Moon,2025-09-15 04:55:14
RETTB4O56SZ,55210,16611,2024-12-16 12:04:47,defective,mail,34.38,original_payment,pending,10.05,good,Teresa Bradley,2024-12-16 12:04:47
RETD1ADKB1Y,37838,32923,2025-08-23 13:25:31,fit,store,30.99,original_payment,completed,2.98,new,Alexis King,2025-08-23 13:25:31
RETZDPQPCJC,61617,31959,2025-05-03 05:48:09,changed_mind,store,71.34,original_payment,pending,9.70,fair,Sharon Andrews,2025-05-03 05:48:09
RETVM03CWO1,100709,37299,2025-05-11 05:35:09,other,store,37.40,original_payment,approved,7.09,poor,Joshua Chaney,2025-05-11 05:35:09
RET8N8STPFO,40060,46918,2024-08-23 17:16:25,other,store,63.25,original_payment,completed,10.56,fair,Kristina Porter,2024-08-23 17:16:25
RET5XCC6B1M,82791,37860,2025-07-06 08:55:48,fit,mail,32.79,store_credit,approved,12.06,new,Ashley Pierce,2025-07-06 08:55:48
RETN9AQEO8O,89141,22843,2025-08-13 07:58:12,fit,pickup,48.78,store_credit,processed,9.82,fair,Candice Williams,2025-08-13 07:58:12
RETS0FVFF9R,78835,5828,2025-07-15 05:49:15,fit,pickup,72.60,original_payment,completed,5.67,like_new,Sheri Banks,2025-07-15 05:49:15
RETMNW7QDAZ,20595,47967,2025-04-14 23:36:00,fit,pickup,61.14,original_payment,pending,3.29,fair,Mark Hunt,2025-04-14 23:36:00
RETOX1EOUS7,54781,19241,2025-03-03 11:53:58,other,mail,54.84,original_payment,completed,11.28,poor,Mrs. Allison Evans,2025-03-03 11:53:58
RET18QO1DYT,37677,32042,2025-02-21 19:41:40,other,mail,62.13,original_payment,processed,4.98,fair,Brandon Thompson,2025-02-21 19:41:40
RET6CCEPOOE,26832,22120,2025-06-10 07:11:41,defective,store,25.76,original_payment,completed,8.14,poor,Michael Shaffer,2025-06-10 07:11:41
RETACHR03B7,91332,10880,2024-02-07 10:30:43,other,store,30.99,store_credit,pending,10.34,good,James Rios,2024-02-07 10:30:43
RETRZJN8V7E,14069,1444,2025-08-17 05:18:40,changed_mind,mail,31.00,store_credit,processed,10.19,fair,William Lynch IV,2025-08-17 05:18:40
RETE7SCX3Q7,97760,39616,2025-07-22 15:00:41,fit,store,39.07,store_credit,pending,0.21,like_new,Maria King,2025-07-22 15:00:41
RETF3D10VCM,51548,23517,2025-08-13 01:09:27,defective,store,29.37,store_credit,processed,7.71,like_new,Jason Goodman,2025-08-13 01:09:27
RETJFIB0WSD,111442,49275,2025-04-03 23:30:12,fit,pickup,41.66,store_credit,processed,14.17,fair,Alexander Garcia,2025-04-03 23:30:12
RETP9127O98,89984,45731,2025-05-26 03:06:29,fit,store,50.36,original_payment,processed,2.36,good,Michael Holden,2025-05-26 03:06:29
RETH8X8WRL2,7735,13916,2025-01-24 11:17:51,changed_mind,mail,34.42,original_payment,pending,8.77,new,Robert Mckay,2025-01-24 11:17:51
RETBF8TFPV2,86214,42041,2025-02-27 03:57:37,fit,pickup,53.60,original_payment,completed,1.31,like_new,Cody Smith,2025-02-27 03:57:37
RETOIXD40AI,33506,43417,2024-07-15 05:06:02,other,mail,38.54,original_payment,pending,5.54,good,Nicholas Reese,2024-07-15 05:06:02
RET9AIT8QQW,117203,20180,2025-04-05 11:30:22,other,pickup,38.86,original_payment,pending,14.64,new,Christine Sharp,2025-04-05 11:30:22
RET9XEOQOP9,94828,13010,2024-06-29 09:43:12,fit,mail,59.95,original_payment,completed,1.82,fair,Eric Koch,2024-06-29 09:43:12
RETA5Z5BFGE,113569,43827,2025-06-25 20:11:53,fit,store,54.78,store_credit,completed,10.91,like_new,Brooke Adkins,2025-06-25 20:11:53
RET2I8COBL2,121262,29959,2025-04-19 00:31:09,changed_mind,pickup,27.34,original_payment,completed,7.02,new,Candice Wallace,2025-04-19 00:31:09
RETEFQT4GNE,23829,25338,2024-05-26 22:19:25,defective,pickup,39.97,original_payment,pending,11.37,poor,Angela Maldonado,2024-05-26 22:19:25
RETLOFUVBQZ,67255,1549,2025-07-16 20:03:33,changed_mind,store,76.23,store_credit,completed,1.95,fair,Crystal Ryan,2025-07-16 20:03:33
RET2430MCK6,100897,36834,2024-08-23 11:41:16,defective,pickup,35.82,store_credit,processed,2.17,good,Brittney Reed,2024-08-23 11:41:16
RETKZTOAW6S,97337,19851,2025-06-18 08:35:41,changed_mind,pickup,32.38,original_payment,approved,14.21,like_new,Joshua Jackson,2025-06-18 08:35:41
RET74Z62HL3,80849,19003,2024-11-26 02:13:13,other,store,80.60,store_credit,pending,2.10,good,Laura Salazar,2024-11-26 02:13:13
RETWAHZLY3A,42024,24846,2025-05-05 00:19:19,fit,mail,42.71,original_payment,processed,3.87,poor,Timothy Cooper,2025-05-05 00:19:19
RET40PXY554,50141,26415,2024-03-09 15:13:35,fit,mail,59.85,store_credit,approved,11.72,poor,Julie Espinoza,2024-03-09 15:13:35
RETFC4KFCLM,5048,38131,2024-04-20 14:56:18,fit,pickup,39.77,store_credit,processed,9.88,poor,Lisa Reynolds,2024-04-20 14:56:18
RET606PWRQ2,7588,9332,2024-08-08 01:22:53,changed_mind,pickup,65.92,original_payment,processed,5.61,poor,Edwin Dodson MD,2024-08-08 01:22:53
RETV2I0M130,43144,12017,2025-08-13 06:37:06,defective,pickup,36.49,original_payment,processed,0.21,good,Richard Chung,2025-08-13 06:37:06
RET8A9NE76R,110071,40693,2025-05-20 05:04:07,fit,store,53.87,original_payment,approved,10.30,like_new,Tara Tucker,2025-05-20 05:04:07
RETLU9VZQAT,118583,19391,2025-08-08 01:36:19,other,pickup,54.01,original_payment,approved,8.82,poor,Katie Miller,2025-08-08 01:36:19
RETEKIPJGYW,29958,17532,2025-06-24 10:53:34,fit,store,38.98,original_payment,processed,7.30,new,Meghan Flores,2025-06-24 10:53:34
RETNLD41G6T,42657,3276,2024-10-23 17:56:50,defective,mail,55.21,original_payment,approved,10.65,like_new,Erin Francis,2024-10-23 17:56:50
RETO9L0A0BC,28451,28952,2025-01-07 18:05:21,other,pickup,26.75,original_payment,processed,6.41,like_new,Angela Odom,2025-01-07 18:05:21
RETIM4FHSWL,81432,47780,2025-09-03 23:59:29,other,store,39.82,original_payment,processed,9.69,fair,Steven Wells,2025-09-03 23:59:29
RET2G8Q52H0,118538,49545,2025-05-11 12:13:18,defective,pickup,57.33,original_payment,approved,11.25,fair,Terrence Stuart,2025-05-11 12:13:18
RET1BB00Y6N,115103,33398,2025-06-24 20:32:19,changed_mind,mail,53.33,original_payment,completed,2.74,like_new,Beth Jones,2025-06-24 20:32:19
RETEQ0EU6TY,99785,13857,2025-09-08 18:28:08,other,mail,58.03,store_credit,pending,6.02,poor,Karen Mitchell,2025-09-08 18:28:08
RETBTPHHHZS,22129,14062,2024-03-17 12:39:23,fit,mail,27.36,original_payment,processed,8.84,poor,Sandra Arnold,2024-03-17 12:39:23
RETCMODSJ4N,69713,24053,2025-03-25 09:20:26,fit,store,40.73,original_payment,pending,8.72,new,Natalie Rodriguez,2025-03-25 09:20:26
RET1RMOKTFH,23310,2212,2024-12-25 06:06:16,fit,pickup,49.51,store_credit,pending,11.83,good,Jacob Ellison,2024-12-25 06:06:16
RET53N3RMGM,101969,15369,2025-09-14 22:58:31,fit,store,43.46,store_credit,approved,7.94,new,Angela Smith,2025-09-14 22:58:31
RETC0NWGI6E,91001,11083,2025-09-22 01:15:41,defective,store,53.32,store_credit,processed,0.91,good,Patrick Silva,2025-09-22 01:15:41
RETVAZY8RZ7,79217,46677,2024-06-26 13:51:20,other,store,36.99,store_credit,pending,4.93,like_new,Daniel Barry,2024-06-26 13:51:20
RETKJ3LDA04,103782,35413,2024-01-11 07:44:39,changed_mind,mail,39.10,store_credit,approved,12.33,fair,Marissa Aguilar,2024-01-11 07:44:39
RETXCZ0Q8CH,79865,10195,2025-08-16 23:40:27,fit,mail,44.43,store_credit,completed,13.53,fair,Joseph Lucas,2025-08-16 23:40:27
RETJZA81EY2,73352,49587,2024-08-06 21:12:27,defective,store,30.48,original_payment,approved,2.92,good,Erica Livingston,2024-08-06 21:12:27
RETIZW70QYJ,99795,36595,2025-06-07 07:08:21,fit,store,34.50,original_payment,pending,3.21,poor,Sharon Zimmerman,2025-06-07 07:08:21
RETN163UTR7,69267,4051,2025-03-08 21:32:18,changed_mind,pickup,38.22,original_payment,completed,3.60,good,Jessica Curry,2025-03-08 21:32:18
RET5NPA6NYX,4333,20138,2025-01-11 21:56:36,changed_mind,mail,36.31,original_payment,completed,8.03,like_new,Gregory Warren,2025-01-11 21:56:36
RETGFG8PZO6,26773,46278,2025-04-22 15:40:03,defective,store,25.52,original_payment,completed,1.88,poor,Elizabeth Quinn,2025-04-22 15:40:03
RETRB80VN99,118981,14082,2025-08-27 11:08:39,fit,store,48.87,original_payment,approved,2.62,good,Elizabeth Turner,2025-08-27 11:08:39
RET80GQF7FH,4917,1028,2025-06-30 09:42:34,changed_mind,store,49.45,original_payment,approved,4.20,new,Kimberly Sims,2025-06-30 09:42:34
RET1LAY6OOZ,22212,47615,2024-03-10 14:16:45,changed_mind,mail,48.83,store_credit,approved,4.28,like_new,Amy Green,2024-03-10 14:16:45
RETHGAY5WWY,114016,10320,2024-11-21 12:54:02,other,pickup,48.42,store_credit,pending,11.40,fair,Douglas Beck,2024-11-21 12:54:02
RET392AU3Z1,6358,9202,2024-01-22 13:46:26,fit,pickup,43.59,original_payment,pending,1.30,fair,Jimmy Harrison,2024-01-22 13:46:26
RETTBVF9QDN,11761,48766,2025-06-18 14:54:44,defective,store,43.55,store_credit,pending,6.45,good,Samantha White,2025-06-18 14:54:44
RET28GX3T3C,43092,5083,2025-04-15 03:08:19,changed_mind,store,39.73,store_credit,completed,13.53,good,Lisa Lopez,2025-04-15 03:08:19
RETRSRPL41I,52492,28875,2025-06-17 15:02:18,fit,mail,28.16,store_credit,approved,13.06,new,John Castaneda,2025-06-17 15:02:18
RET84U99LII,98354,39715,2025-06-21 04:39:34,fit,pickup,39.44,original_payment,pending,4.96,poor,Nicole Steele,2025-06-21 04:39:34
RETISZOQZCV,6812,34861,2025-09-08 15:45:48,other,mail,48.57,store_credit,processed,13.23,like_new,Elizabeth Harris,2025-09-08 15:45:48
RETQ3R1KDO5,11600,9991,2024-06-08 14:30:01,defective,store,43.15,original_payment,processed,1.03,new,James Bradley,2024-06-08 14:30:01
RETFLVTZ7WX,50326,41641,2025-08-31 22:05:35,fit,mail,53.22,original_payment,pending,10.73,new,Ashley Jones,2025-08-31 22:05:35
RETP6QE44WT,28429,20717,2025-09-07 16:37:46,fit,mail,29.79,store_credit,pending,3.03,good,Stephanie Vaughn,2025-09-07 16:37:46
RETXARFBPSJ,63761,32320,2025-04-15 19:00:23,other,store,40.37,store_credit,pending,7.63,poor,Zachary Taylor,2025-04-15 19:00:23
RETGP1VBQ5L,52337,30252,2025-08-26 18:33:20,defective,store,47.76,original_payment,approved,1.91,good,Christopher Stewart,2025-08-26 18:33:20
RETP7P8OPGQ,72698,36509,2025-09-14 21:50:47,defective,pickup,19.00,store_credit,approved,3.44,like_new,Rodney Hernandez,2025-09-14 21:50:47
RETGIW38UYP,98508,1969,2025-04-19 09:03:49,fit,store,74.57,original_payment,processed,10.16,fair,Dale Paul,2025-04-19 09:03:49
RETH4B63ITR,43836,25905,2025-06-22 14:25:17,changed_mind,mail,54.12,store_credit,pending,10.97,new,Megan Campos,2025-06-22 14:25:17
RETU0784OQG,95272,8678,2025-04-22 07:08:43,changed_mind,store,63.02,store_credit,approved,5.82,poor,Autumn Cole,2025-04-22 07:08:43
RETJTIVMYYV,30392,29105,2025-01-05 11:24:04,fit,store,74.67,store_credit,processed,13.63,new,Jeffrey Gonzalez,2025-01-05 11:24:04
RETJF1WFXFW,122523,11834,2025-01-17 05:30:36,defective,store,23.11,original_payment,approved,6.84,new,Kristin Wright,2025-01-17 05:30:36
RET1BM674RC,75162,3018,2025-09-11 05:15:01,changed_mind,store,37.79,store_credit,pending,8.77,poor,Keith Carpenter,2025-09-11 05:15:01
RETHDQNZ9ZH,85424,35600,2025-06-03 03:34:01,fit,pickup,39.95,original_payment,processed,10.27,new,Ryan Elliott,2025-06-03 03:34:01
RETXUKZWR1F,84888,15436,2025-09-26 10:44:29,defective,pickup,69.42,original_payment,completed,6.34,new,Melissa Black,2025-09-26 10:44:29
RET7UASSU97,25012,37336,2024-08-17 01:35:49,defective,pickup,39.45,original_payment,approved,9.46,poor,Andrew Patterson,2024-08-17 01:35:49
RETAQVUP2PA,10106,11165,2024-03-23 13:01:35,changed_mind,mail,27.25,store_credit,pending,5.66,like_new,Joseph Villegas,2024-03-23 13:01:35
RETCLVBKQC6,77024,35240,2025-09-15 05:54:59,fit,store,27.42,store_credit,processed,10.48,like_new,Mackenzie Rodriguez,2025-09-15 05:54:59
RET4DXO6OFE,115206,9307,2025-09-07 06:43:24,fit,mail,42.60,original_payment,approved,12.89,poor,Lonnie Elliott,2025-09-07 06:43:24
RETZM6B5GL1,106797,29242,2025-06-14 00:43:22,fit,pickup,39.88,original_payment,processed,9.65,good,Kristen Banks,2025-06-14 00:43:22
RET75D2DO0P,95040,9203,2024-11-13 08:39:38,fit,mail,59.71,store_credit,processed,2.40,fair,Melissa Silva,2024-11-13 08:39:38
RETJ11KO55Y,50981,22969,2025-09-03 04:08:48,fit,mail,70.42,store_credit,approved,12.90,fair,Gary Dougherty,2025-09-03 04:08:48
RETX3M4ZMQP,1384,47943,2025-05-19 03:44:11,fit,pickup,26.77,original_payment,approved,2.97,like_new,Jillian Dorsey,2025-05-19 03:44:11
RETIAZ34VCZ,92894,16677,2025-05-14 08:51:45,fit,pickup,42.80,original_payment,completed,4.18,good,Nathan Mendoza,2025-05-14 08:51:45
RETKHBYZM4F,42495,42704,2025-04-23 22:21:38,fit,mail,59.46,store_credit,completed,3.44,new,Frank Barnett,2025-04-23 22:21:38
RET5X51BBG0,108377,3296,2024-01-21 06:00:59,fit,pickup,36.98,store_credit,pending,3.53,new,Steven Franklin,2024-01-21 06:00:59
RET2DT9XGJE,67774,24557,2025-08-15 04:07:26,fit,mail,31.84,original_payment,pending,11.55,fair,Bobby Mcdonald,2025-08-15 04:07:26
RETF7F8EWMU,41164,39273,2024-09-10 06:27:47,fit,mail,53.86,original_payment,processed,0.50,poor,Rachel Griffith,2024-09-10 06:27:47
RETYTQI9UFY,48771,2539,2025-01-28 00:00:57,fit,mail,44.97,original_payment,processed,4.20,poor,Amanda Rose,2025-01-28 00:00:57
RET5EFMDKJ5,29160,21668,2024-09-23 16:51:21,fit,store,46.52,original_payment,approved,9.59,new,Marvin Allison,2024-09-23 16:51:21
RET6RM6MCZJ,87140,27661,2025-09-03 14:21:54,other,pickup,34.79,original_payment,approved,10.25,new,Jacob Palmer,2025-09-03 14:21:54
RETY7LWPOYP,20575,34180,2024-08-04 06:26:09,other,pickup,38.63,original_payment,processed,12.79,good,Elizabeth Collins,2024-08-04 06:26:09
RET7EGDQ513,91848,18911,2024-10-03 20:35:02,changed_mind,store,34.75,original_payment,approved,9.97,new,Mary Williams,2024-10-03 20:35:02
RETYAU14OEF,64576,2407,2025-04-12 17:32:46,fit,pickup,46.15,store_credit,approved,10.63,poor,Jason Patterson,2025-04-12 17:32:46
RETN6NW81M5,33513,7580,2025-03-27 01:09:40,changed_mind,mail,49.10,store_credit,completed,0.17,fair,Christopher Spencer,2025-03-27 01:09:40
RETGRHKGVMD,37467,25367,2025-01-21 05:04:29,fit,pickup,56.91,store_credit,pending,9.38,new,Mr. Marc Garcia,2025-01-21 05:04:29
RETYDWBBLV4,102960,32652,2025-09-06 11:36:53,defective,mail,32.97,store_credit,completed,1.42,poor,Brittany Hernandez,2025-09-06 11:36:53
RETVTF0HOPT,55909,49778,2025-07-07 17:15:45,defective,mail,34.90,store_credit,completed,1.70,fair,John Johnson,2025-07-07 17:15:45
RETZU034LVU,37615,39802,2025-09-14 12:48:57,fit,store,43.56,original_payment,completed,4.85,new,Scott Mann,2025-09-14 12:48:57
RETSS6MQ8PD,10942,10424,2024-04-26 11:10:09,changed_mind,pickup,30.98,original_payment,approved,8.01,fair,Matthew Henderson,2024-04-26 11:10:09
RET7XH92C2B,51880,13378,2025-05-21 02:31:35,changed_mind,mail,48.93,original_payment,processed,1.19,poor,Cynthia Castro,2025-05-21 02:31:35
RETJRHX2CLG,82155,3717,2024-10-28 14:11:53,fit,mail,40.22,store_credit,completed,7.75,poor,Daniel Benjamin,2024-10-28 14:11:53
RETB87459JN,70066,22969,2025-07-16 02:33:32,fit,store,50.94,original_payment,approved,12.73,new,William Leon,2025-07-16 02:33:32
RETHBALYPXL,22769,6091,2024-04-14 06:54:35,changed_mind,mail,61.09,original_payment,completed,13.61,new,Cindy Anderson,2024-04-14 06:54:35
RETPRIQ9H4F,11290,38477,2025-09-21 01:36:44,fit,mail,23.75,original_payment,pending,13.61,good,Mark Miller,2025-09-21 01:36:44
RETNZZZMDVK,6002,30571,2024-09-27 18:17:20,fit,pickup,32.14,original_payment,pending,3.18,new,Dominic Davis,2024-09-27 18:17:20
RETAOIVNDZ1,11900,19471,2024-12-18 04:19:21,defective,store,58.61,original_payment,approved,11.07,like_new,Melissa Warren,2024-12-18 04:19:21
RET7QLQC8Y3,51557,46942,2025-05-23 08:45:52,fit,mail,33.82,original_payment,approved,2.41,poor,Christopher Soto,2025-05-23 08:45:52
RETDA4K42W1,65629,46760,2025-09-05 13:47:20,changed_mind,mail,64.62,store_credit,pending,0.59,poor,Lauren Valdez,2025-09-05 13:47:20
RETOQ6CYQN9,89283,19986,2025-03-08 00:12:59,other,pickup,46.96,store_credit,pending,13.80,good,Laura Stevens,2025-03-08 00:12:59
